method,path,statusCode,contextPath
post,/book,200,/bookinfo
post,/fashion,200,/bookinfo
get,/book/{id},200,/bookinfo
get,/book/bookuser/{id},200,/bookinfo
put,/book/{id},200,/bookinfo
delete,/book/{id},200,/bookinfo
get,/getBookByName,200,/bookinfo
post,/review,200,/bookinfo
put,/review/{id},200,/bookinfo
delete,/review/{id},200,/bookinfo
get,/review/{id},200,/bookinfo
post,/user,200,/bookinfo
put,/user/{id},200,/bookinfo
get,/user/{id},200,/bookinfo
delete,/user/{id},200,/bookinfo
post,/vi1/loyalty/earnable-burnable-points,404,/dummy
get,/vi1/loyalty/program/get-loyalty-program,200,/dummy
get,/vi1/loyalty/rewards/get-customer-loyalty,200,/dummy
post,/vi1/loyalty/rewards/load/points,200,/dummy
post,/vi1/loyalty/rewards/process-loyalty-redemption,200,/dummy
get,/vi1/loyalty/rewards/transactions,200,/dummy
post,/vi1/reverse/reverse-loyalty-transaction,200,/dummy
get,/vi1/status/loyalty-transaction-status,404,/dummy
post,/vi1/store/create-store,404,/dummy
get,/vi1/store/store-by-code,200,/dummy
post,/vi1/subscription/create-or-update-customer-loyalty,200,/dummy
post,/vi1/subscription/optout-customer-loyalty,200,/dummy
get,/api/v1/decide-route,200,/java-shopflo
put,/api/v1/merchant-branch-status/{merchantId},401,/java-shopflo
post,/api/v2/migration,200,/java-shopflo
post,/api/v2/migration/transaction-details,200,/java-shopflo
get,/api/v1/account,200,/java-shopflo
post,/api/v1/account,400,/java-shopflo
get,/api/v1/account/{accountId},200,/java-shopflo
patch,/api/v1/account/{accountId},200,/java-shopflo
post,/api/v1/admin/coupon/coupon_rule,400,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/analytics/code,200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/analytics/{couponId},200,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/confirm/{tempContextId},200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/confirm/{tempContextId},200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon,200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon,200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/{couponId}/customer-specific,200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/bulk/file,200,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/bulk/{bulkCouponJobId},200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/bulk/{bulkCouponJobId},200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/bulk/{bulkCouponJobId},200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/bulk,200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/bulk/{bulkCouponJobId}/subscribe,200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/{couponId}/description,400,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/{couponId},401,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/{couponId},200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon//weights,401,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/{couponId}/toggle-discovery,200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/{couponId}/toggle-status,200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/customer-specific,200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/coupon/description,200,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/discount-configuration,200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/discount-configuration,200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/discount-configuration,200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/discount-configuration,200,/java-shopflo
get,/api/v1/automation,200,/java-shopflo
post,/api/v1/automation,200,/java-shopflo
patch,/api/v1/automation/{automationId},200,/java-shopflo
get,/api/v1/automation/{automationId},200,/java-shopflo
delete,/api/v1/automation/{automationId},200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection,200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection,400,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection/{collectionId},400,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection/{collectionId},400,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection/{collectionId}/product/{productId},401,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection/{collectionId}/product/{productId},401,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection/{collectionId}/product,401,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/collection/{collectionId}/product,401,/java-shopflo
get,/api/v1/customer-account/sessions,200,/java-shopflo
post,/api/v1/delay-task,200,/java-shopflo
get,/api/v2/delivery-profile,200,/java-shopflo
post,/api/v2/delivery-profile,400,/java-shopflo
put,/api/v2/delivery-profile/add-product,200,/java-shopflo
get,/api/v2/delivery-profile/{deliveryProfileId},200,/java-shopflo
delete,/api/v2/delivery-profile/{deliveryProfileId},200,/java-shopflo
patch,/api/v2/delivery-profile/{deliveryProfileId},200,/java-shopflo
post,/Capi/v1/dlr/{channel},400,/java-shopflo
get,/Capi/v1/dlr/{channel},400,/java-shopflo
post,/api/v1/events/sns,200,/java-shopflo
get,/api/v1/auth-callback/{request_id}/status,200,/java-shopflo
post,/api/v1/auth-callback/truecaller,200,/java-shopflo
post,/api/v1/external-communications/{channel},200,/java-shopflo
post,/api/v1/guest-user,200,/java-shopflo
post,/api/v1/internal/{organization_id}/churn-date,400,/java-shopflo
post,/api/v1/internal100o-live,400,/java-shopflo
get,/api/v1/internal/{organization_id}/merchant-applications,400,/java-shopflo
delete,/api/v1/internal/{organization_id}/theme-details,400,/java-shopflo
put,/api/v1/internal/{organization_id}/theme-details,400,/java-shopflo
post,/api/v1/internal/{organization_id}/white-listed-domains,400,/java-shopflo
post,/api/v1/internal/add-admin-role-to-existing-merchants,400,/java-shopflo
post,/api/v1/internal/add-system-role-and-assign-to-all-merchants,400,/java-shopflo
get,/api/v1/internal/app-details,400,/java-shopflo
get,/api/v1/internal/country-mapping,400,/java-shopflo
post,/api/v1/internal/country-mapping,400,/java-shopflo
post,/api/v1/internal/country-mapping_BULK,400,/java-shopflo
post,/api/v1/internal//state-mapping,400,/java-shopflo
get,/api/v1/internal//state-mapping,400,/java-shopflo
post,/api/v1/internal/state-mapping-bulk,400,/java-shopflo
post,/api/v1/internal/create-permissions,400,/java-shopflo
post,/api/v1/internal/exchange-token,400,/java-shopflo
post,/api/v1/internal/find-users-with-role,400,/java-shopflo
post,/api/v1/internal/fix-missing-roles-in-admin,400,/java-shopflo
post,/api/v1/internal/generate-token,400,/java-shopflo
post,/api/v1/internal/make-organization-admin,400,/java-shopflo
get,/api/v1/internal/merchant-account,400,/java-shopflo
post,/api/v1/internal/migrate,400,/java-shopflo
post,/api/v1/internal/migrate-platform-users,400,/java-shopflo
get,/api/v1/internal/organization,400,/java-shopflo
post,/api/v1/internal/organization/{organization_id}/send-communication,400,/java-shopflo
get,/api/v1/internal/permission,400,/java-shopflo
post,/api/v1/internal/permission,400,/java-shopflo
get,/api/v1/internal/permission/{permission_name},400,/java-shopflo
delete,/api/v1/internal/permission/{permission_name},400,/java-shopflo
put,/api/v1/internal/permission/{permission_name},400,/java-shopflo
delete,/api/v1/internal/remove-organization/{organization_id},400,/java-shopflo
post,/api/v1/internal/resend,400,/java-shopflo
put,/api/v1/internal/restricted-permissions,400,/java-shopflo
post,/api/v1/internal/restricted-permissions,400,/java-shopflo
delete,/api/v1/internal/restricted-permissions/{organization_id}/{permission_name},400,/java-shopflo
post,/api/v1/internal/send,400,/java-shopflo
post,/api/v1/internal/send-invitation-email,400,/java-shopflo
post,/api/v1/internal/send-invitation-email-specific,400,/java-shopflo
post,/api/v1/internal/send-user-invitation-email-for-merchant,400,/java-shopflo
post,/api/v1/internal/super-admin-login,400,/java-shopflo
post,/api/v1/internal/toggle-organization-status,400,/java-shopflo
post,/api/v1/internal/transfer-ownership,400,/java-shopflo
post,/api/v1/internal/translate-token,400,/java-shopflo
get,/api/v1/internal/user-details,400,/java-shopflo
post,/api/v1/internal/user-details,400,/java-shopflo
post,/api/v1/internal/user-details/map-email,400,/java-shopflo
post,/api/v1/internal/verify,400,/java-shopflo
get,/api/v1/merchant/{merchantId}/group,200,/java-shopflo
post,/api/v1/merchant/{merchantId}/group/create,200,/java-shopflo
delete,/api/v1/merchant/{merchantId}/group/{localDeliveryGroupId}/delete,200,/java-shopflo
get,/api/v1/merchant/{merchantId}/group/{localDeliveryGroupId},200,/java-shopflo
patch,/api/v1/merchant/{merchantId}/group/{localDeliveryGroupId}/toggle-status,200,/java-shopflo
patch,/api/v1/merchant/{merchantId}/group/{localDeliveryGroupId}/update,400,/java-shopflo
post,/api/v1/loyalty/issuer/{issuerId}/merchant/{merchantId}/confirm/{redemptionId},200,/java-shopflo
get,/api/v1/loyalty/issuer/{issuerId}/merchant/{merchantId}/needs-verification,200,/java-shopflo
post,/api/v1/loyalty/issuer/{issuerId}/merchant/{merchantId}/reject/{redemptionId},400,/java-shopflo
put,/api/v1/loyalty/issuer/{issuerId}/merchant/{merchantId}/user,200,/java-shopflo
delete,/api/v1/merchant-account/{merchant_account_id},400,/java-shopflo
patch,/api/v1/merchant-account/assign-roles,400,/java-shopflo
post,/api/v1/merchant-account/invitation,200,/java-shopflo
delete,/api/v1/merchant-account/invitation/{invitation_id},400,/java-shopflo
put,/api/v1/merchant-account/invitation/{invitation_id}/resend,200,/java-shopflo
post,/api/v1/merchant-account/invitations,200,/java-shopflo
get,/api/v1/merchant-account/roles,400,/java-shopflo
post,/api/v1/merchant-account/roles,200,/java-shopflo
get,/api/v1/merchant-account/roles/{role_id},400,/java-shopflo
delete,/api/v1/merchant-account/roles/{role_id},400,/java-shopflo
patch,/api/v1/merchant-account/roles/{role_id},200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/analytics,400,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/analytics/spend-report,200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/analytics/user-spend-report,200,/java-shopflo
get,/api/v1/merchant-app,400,/java-shopflo
post,/api/v1/merchant-app,400,/java-shopflo
delete,/api/v1/merchant-app/{merchant_app_id},400,/java-shopflo
get,/api/v1/merchant-app/{merchant_app_id},400,/java-shopflo
get,/api/v1/merchant-app/listing,400,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/configuration,400,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/configuration,200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/configuration,200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/configuration/activate,200,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/configuration/adjust-points,200,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/configuration/de-activate,200,/java-shopflo
post,/api/v1/merchant-external-onboarding,400,/java-shopflo
get,/api/v1/merchant-invitation,200,/java-shopflo
post,/api/v1/merchant-invitation/accept,400,/java-shopflo
post,/api/v1/merchant-invitation/accept/authenticated,200,/java-shopflo
post,/api/v1/merchant-invitation/resend,200,/java-shopflo
get,/api/v2/merchant-shipping-configuration,200,/java-shopflo
delete,/api/v2/merchant-shipping-configuration,200,/java-shopflo
post,/api/v2/merchant-shipping-configuration,400,/java-shopflo
patch,/api/v2/merchant-shipping-configuration,400,/java-shopflo
put,/api/v2/merchant-shipping-configuration/last-sync-time,200,/java-shopflo
get,/api/v2/merchant-shipping-configuration/require-migration,200,/java-shopflo
post,/api/v1/sync,400,/java-shopflo
post,/api/v1/sync/internal,400,/java-shopflo
post,/api/v1/sync/internal/on-demand-entity-sync/blocking,200,/java-shopflo
post,/api/v1/sync/migrate,400,/java-shopflo
get,/api/v1/sync/status,200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/transaction,200,/java-shopflo
post,/api/v1/merchant-user/add-new-store,200,/java-shopflo
post,/api/v1/merchant-user/forgot-password,400,/java-shopflo
post,/api/v1/merchant-user/login,400,/java-shopflo
post,/api/v1/merchant-user/logout,400,/java-shopflo
get,/api/v1/merchant-user/organization,400,/java-shopflo
post,/api/v1/merchant-user/organization/{organization_id}/switch,200,/java-shopflo
put,/api/v1/merchant-user/profile,200,/java-shopflo
get,/api/v1/merchant-user/profile,200,/java-shopflo
post,/api/v1/merchant-user/refresh,200,/java-shopflo
post,/api/v1/otp/logout,200,/java-shopflo
post,/api/v1/otp/resend,400,/java-shopflo
post,/api/v1/otp/send,401,/java-shopflo
post,/api/v1/otp/verify,400,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/image,401,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/image,400,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/image/bulk,401,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/image/bulk,401,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/image/{imageId},401,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/image/{imageId},400,/java-shopflo
put,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/image/variant,401,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product,401,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product,200,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId},401,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId},401,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/variant,401,/java-shopflo
post,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/variant/bulk,401,/java-shopflo
get,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/variant/{variantId},401,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/variant/{variantId},401,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/variant/{variantId},400,/java-shopflo
patch,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/variant/{variantId}/image,401,/java-shopflo
delete,/api/v1/issuer/{issuerId}/merchant/{merchantId}/product/{productId}/variant/{variantId}/image,401,/java-shopflo
get,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId}/provinces,200,/java-shopflo
post,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId}/provinces,400,/java-shopflo
get,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId}/provinces/{provinceId},200,/java-shopflo
delete,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId}/provinces/{provinceId},200,/java-shopflo
patch,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId}/provinces/{provinceId},400,/java-shopflo
get,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country,200,/java-shopflo
post,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country,400,/java-shopflo
get,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId},200,/java-shopflo
delete,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId},200,/java-shopflo
patch,/api/v2/delivery-profile/{deliveryfieId}/shipping-zone/{zoneId}/country/{countryId},400,/java-shopflo
get,/api/v1/webhook-configuration,200,/java-shopflo
post,/api/v1/webhook-configuration,200,/java-shopflo
delete,/api/v1/webhook-configuration/{configurationId},200,/java-shopflo
get,/api/v1/webhook-configuration/{configurationId},200,/java-shopflo
patch,/api/v1/webhook-configuration/{configurationId},400,/java-shopflo
get,/calendar/schedule/pii/{id},200,/oneapi
get,/admin/api/v1/brands,401,/paytail
get,/admin/api/v1/categories,401,/paytail
get,/admin/api/v1/corporate,401,/paytail
get,/admin/api/v1/corporate/{userId},401,/paytail
post,/admin/api/v1/corporates,401,/paytail
get,/admin/api/v1/corporates,401,/paytail
get,/admin/api/v1/get-all-brands,401,/paytail
get,/admin/api/v1/get-brands,401,/paytail
get,/admin/api/v1/get-selected-brands,401,/paytail
post,/admin/api/v1/linked-brand,401,/paytail
post,/admin/api/v1/save-user-brands,401,/paytail
get,/admin/api/v1/selected-and-all,401,/paytail
post,/admin/api/v1/update-categories,401,/paytail
get,/admin/api/v1/user/category-brand,200,/paytail
get,/admin/api/v1/user/selected,401,/paytail
get,/admin/api/v1/user/selection,200,/paytail
post,/admin/private/api/v1/corporate,401,/paytail
get,/admin/private/api/v1/tied-up-brands,401,/paytail
post,/admin/private/api/v1/upload/image,401,/paytail
delete,/admin/private/api/v1/upload/product-image,200,/paytail
post,/brand/{brandId},401,/paytail
put,/brand/{brandId},401,/paytail
patch,/brand/{brandId},401,/paytail
get,/brand/{brandId},401,/paytail
delete,/brand/{brandId},401,/paytail
get,/brand/admin/user/selection,401,/paytail
patch,/brand/all-brands,401,/paytail
delete,/brand/all-brands,401,/paytail
post,/brand/all-brands,200,/paytail
put,/brand/all-brands,401,/paytail
get,/brand/api/v1/get-brands,401,/paytail
get,/brand/api/v1/get-selected-brands,200,/paytail
post,/brand/api/v1/save-user-brands,401,/paytail
get,/brand/api/v1/user/category-brand,401,/paytail
get,/brand/brand-name/{brandName},401,/paytail
post,/brand/category,200,/paytail
post,/brand/category/{brandName}/{pageNo}/{pageSize},200,/paytail
post,/brand/category/{pageNo}/{pageSize},401,/paytail
delete,/brand/get-by-brandcode/{brandcode},200,/paytail
put,/brand/get-by-brandcode/{brandcode},200,/paytail
post,/brand/get-by-brandcode/{brandcode},401,/paytail
get,/brand/internal/api/v1/brand-merchant/{merchantPhone},401,/paytail
get,/brand/internal/api/v1/user/partner/brands,401,/paytail
post,/brand/internal/api/v1/user/save/corporate-brands,401,/paytail
post,/brand/internal/api/v1/user/save/corporate/brands,401,/paytail
get,/brand/merchant/brand,401,/paytail
get,/brand/paytail,401,/paytail
get,/brand/paytail/{pageNo}/{pageSize},401,/paytail
get,/brand/private/api/v2/merchant/brand,401,/paytail
